# =============================================================================
# surname_act_freq.csv - Frequency table for surnames in the ACT
#
# Source: Australian Whitepages (http://www.whitepages.com.au)
#         (May 2001)
#
# Last update: 11/04/2002, Peter Christen
#
# =============================================================================
# Freely extensible biomedical record linkage (Febrl) Version 0.2.2
# See http://datamining.anu.edu.au/projects/linkage.html
#
# AUSTRALIAN NATIONAL UNIVERSITY OPEN SOURCE LICENSE (ANUOS LICENSE)
# VERSION 1.1
#
# The contents of this file are subject to the ANUOS License Version 1.1 (the
# "License"); you may not use this file except in compliance with the License.
# Software distributed under the License is distributed on an "AS IS" basis,
# WITHOUT WARRANTY OF ANY KIND, either express or implied. See the License for
# the specific language governing rights and limitations under the License.
# The Original Software is "surname_act_freq.csv".
# The Initial Developers of the Original Software are Dr Peter Christen
# (Department of Computer Science, Australian National University) and Dr Tim
# Churches (Centre for Epidemiology and Research, New South Wales Department
# of Health). Copyright (C) 2002, 2003 the Australian National University and
# others. All Rights Reserved.
# Contributors:
#
# =============================================================================

# =============================================================================
#
# This table is in a two-column comma separated format, with the first column
# being the names and the second a corresponding frequency count. 
#
# =============================================================================

banson,1
banvill,1
banwell,1
banyai,1
banyard,9
bape,1
barabach,1
barac,17
baragry,1
barak,1
baran,4
baraniecki,5
baranov,1
baranovsky,3
baranowski,2
baranowsky,1
baratta,2
baratto,1
barb,1
barba,1
barbalet,1
barbaric,2
barbaro,7
barbatano,5
barbato,1
barbeler,3
barber,39
barberis,1
barbetti,2
barbiellini,1
barbier,1
barbopoulaos,1
barbour,4
barby,1
barcham,3
barclay,19
barczyk,1
barden,4
bardet,1
bardsley,8
bardulis,1
bardwell,4
bareham,2
bareis,1
bareja,2
barendecht,1
barendrecht,4
barenot,1
barfield,1
barfoed,1
barford,1
bargas,2
barge,1
barges,2
barham,3
bari,2
baria,1
baric,6
barich,2
bariesheff,3
barilaro,2
barillari,1
barisic,9
barizi,1
bark,1
barkemeyer,3
barker,67
barkhordar,1
barkley,2
barkovic,1
barletta,2
barlin,8
barling,5
barlow,37
barme,2
barmin,4
barnaart,2
barnard,5
barnby,1
barnes,111
barnetson,2
barnett,34
barney,5
barnham,4
barnier,3
barns,2
barnsley,6
barnwell,1
baron,3
barone,3
barons,2
barouline,1
baroutis,1
barr,28
barra,2
barrack,1
barraclough,6
barralet,3
barram,1
barranco,1
barrass,3
barratt,13
barreda,1
barreiro,1
barrell,2
barrelle,1
barrenger,1
barrera,3
barresi,1
barret,1
barrett,67
barrido,1
barrie,10
barriera,1
barrington,6
barritt,4
barron,22
barrott,2
barrow,8
barrows,1
barrs,1
barry,44
barsdell,1
barsing,1
barski,1
barsley,2
barson,2
barsoum,1
barta,2
bartalos,1
bartel,1
bartelj,2
bartell,2
bartels,3
barter,10
bartha,1
barthelson,1
bartholomaeus,2
bartholomeusz,4
bartholomew,3
bartier,1
bartkowiak,3
bartkus,1
bartle,2
bartleman,1
bartlet,1
bartlett,39
bartley,12
bartling,1
bartolo,1
barton,37
bartone,4
bartos,3
bartosh,1
bartram,7
bartrim,1
bartrum,1
bartton,1
bartu,1
bartulovic,3
barty,4
baruta,1
baruti,1
barwick,13
barz,1
basche,1
baschiera,1
bascombe,1
baseden,1
baseler,2
baseley,1
basham,3
bashan,1
bashfield,3
bashford,5
bashiri,1
basiaco,2
basic,8
basil,1
basile,1
basileo,1
basilio,1
basilisco,1
basit,1
baskaran,2
baskin,1
basman,1
basnett,3
bason,5
basrai,1
basri,1
bass,2
bassell,1
bassett,17
bassi,1
bassingthwaighte,5
bassman,1
basso,2
bastardi,1
bastiaans,4
bastian,3
bastick,1
baston,1
bastrakova,1
basyoni,1
batagol,1
batainah,1
batalha,1
batanaras,1
batar,1
batch,1
batcheldor,2
batcheler,1
batchelor,11
bate,11
bateman,25
bates,58
bateson,3
bateup,5
batey,3
batge,1
batger,1
bath,8
batham,3
bathelson,1
bathgate,1
batho,5
bathurst,1
batinic,1
batista,1
batiste,1
batley,8
batman,2
bator,2
batros,1
batsch,1
batschi,1
batt,7
battaglia,1
battams,1
batten,15
battenally,3
battenberg,1
batterham,9
battersby,4
battese,2
battey,1
batticciotto,2
battison,1
battisson,11
battistel,1
battistini,2
battrick,2
batts,2
battun,1
batty,2
battye,5
batu,4
batum,1
batzogiannis,1
baudert,2
baudinette,1
bauel,1
bauer,9
bauerle,1
baulch,3
bauld,1
baulderstone,1
baulman,4
baum,6
bauman,2
baumann,2
baumgart,2
baumgarten,3
baumgartner,1
bausch,2
baussmann,1
bautista,1
bautovich,1
baverstock,2
bavinton,1
bawden,4
bawo,1
baxendale,1
baxendell,1
baxter,65
bayada,3
baye,1
bayer,3
bayes,1
bayin,2
bayles,3
bayley,13
baylis,1
bayliss,11
baylor,1
bayly,8
bayne,3
baynes,1
baynham,1
bayre,1
bays,1
bayzar,1
baz,6
bazalar,1
bazeos,1
bazevski,1
bazley,2
bazon,1
bazyar,2
bazzacco,1
bazzana,1
beach,3
beacham,1
beacher,1
beachley,1
beacock,2
beacroft,1
beadman,8
beagle,1
beake,1
beal,1
beale,12
beales,1
beames,7
beamish,2
bean,14
beanland,1
bear,7
beard,18
beardmore,1
beardow,2
beards,1
beardsell,2
beare,1
bearlin,3
bearman,1
bearryman,1
beary,1
beasland,1
beasley,13
beath,4
beatie,1
beaton,15
beattie,32
beatton,2
beatty,17
beattyman,1
beauchamp,2
beauman,3
beaumaris,1
beaumont,30
beaupeurt,1
beavan,2
beaver,10
beaverstock,2
beazley,8
beban,2
bebb,1
bebbington,1
bebek,3
bechaz,1
becher,2
beck,15
beckenham,2
becker,9
beckeringvinckers,1
beckett,7
beckhaus,1
beckhouse,3
becking,4
beckingham,1
beckley,1
beckman,2
beckmann,2
beckwith,1
bedalwis,1
beddie,3
bedding,1
beddis,1
beddoe,1
beddoes,1
beddows,1
bedell,1
bedford,8
bedgood,1
bedi,1
bedin,1
bedingfield,4
bedington,1
bedlington,3
bedloe,1
bednarek,2
bedo,1
bedworth,1
bedzim,1
bee,2
beebe,1
beeby,1
beech,6
beecham,4
beecher,2
beegan,1
beegling,1
beek,1
beekman,1
beekmeijer,1
beeley,3
beens,3
beer,13
beere,1
beeremelei,1
beers,3
beerwald,1
beesley,3
beeson,1
